     1 , 4195007.50
     2 , 4201474.50
     3 , 4122573.00
     4 , 3844912.50
     5 , 4009647.00
     6 , 3987599.00
     7 , 3680457.50
     8 , 3709454.25
     9 , 3567445.25
    10 , 3402228.50
    11 , 3280309.00
    12 , 3069226.25
    13 , 3054579.50
    14 , 2812926.50
    15 , 2681726.50
    16 , 2308369.25
    17 , 2170905.00
    18 , 1916645.12
    19 , 1731422.38
    20 , 1573118.00
    21 , 1224466.38
    22 ,  949259.88
    23 ,  696940.00
    24 ,  350323.38
    25 ,  389535.44
    26 ,   57119.25
    27 , -208541.72
    28 , -327044.91
    29 , -680726.88
    30 , -1042523.69
    31 , -1185120.00
    32 , -1485389.00
    33 , -1753261.62
    34 , -1844649.88
    35 , -2149548.50
    36 , -2195674.75
    37 , -2393029.50
    38 , -2715102.50
    39 , -2873134.50
    40 , -2985995.00
    41 , -3198057.75
    42 , -3330667.75
    43 , -3413989.00
    44 , -3529048.00
    45 , -3727019.50
    46 , -3768500.50
    47 , -3912707.50
    48 , -3884685.50
    49 , -3980313.75
    50 , -3974033.25
    51 , -4182084.50
    52 , -4116516.00
    53 , -4063494.50
    54 , -4091108.00
    55 , -4074158.75
    56 , -4021822.50
    57 , -4135883.00
    58 , -3731297.50
    59 , -3737163.75
    60 , -3702687.50
    61 , -3732106.50
    62 , -3564159.25
    63 , -3514592.00
    64 , -3220561.25
    65 , -3271534.75
    66 , -2925495.50
    67 , -2694997.00
    68 , -2515096.25
    69 , -2175456.75
    70 , -2052045.25
    71 , -1730650.88
    72 , -1606456.88
    73 , -1372881.88
    74 , -1299050.75
    75 , -943239.31
    76 , -667737.56
    77 , -449872.38
    78 , -174042.30
    79 ,  169576.25
    80 ,  290391.78
    81 ,  518818.03
    82 ,  831683.25
    83 , 1177093.25
    84 , 1306744.00
    85 , 1538711.00
    86 , 1776235.75
    87 , 2141911.00
    88 , 2200394.25
    89 , 2379802.25
    90 , 2832164.50
    91 , 2693485.50
    92 , 2843448.50
    93 , 3179954.75
    94 , 3266872.00
    95 , 3548453.75
    96 , 3514317.50
    97 , 3594158.25
    98 , 3789129.75
    99 , 3979732.00
   100 , 3789412.25
   101 , 3977004.00
   102 , 4148246.25
   103 , 4198685.00
   104 , 4174664.75
   105 , 4173636.25
   106 , 4244137.00
   107 , 4144786.25
   108 , 4117970.00
   109 , 4125214.25
   110 , 3952171.50
   111 , 3752368.75
   112 , 3631679.50
   113 , 3824764.50
   114 , 3529607.00
   115 , 3581055.50
   116 , 3409387.00
   117 , 3083261.25
   118 , 2971139.25
   119 , 2678139.25
   120 , 2567872.50
   121 , 2442123.25
   122 , 2392147.25
   123 , 1941112.75
   124 , 1742625.00
   125 , 1599916.12
   126 , 1327942.75
   127 , 1213697.38
   128 ,  765373.38
   129 ,  512346.97
   130 ,  371284.09
   131 ,  203905.78
   132 , -326829.19
   133 , -240056.97
   134 , -709531.56
   135 , -1034435.12
   136 , -1235597.50
   137 , -1399961.88
   138 , -1652796.75
   139 , -1878985.12
   140 , -2065523.12
   141 , -2277258.75
   142 , -2590765.25
   143 , -2706364.00
   144 , -2962457.50
   145 , -3018236.00
   146 , -3057302.50
   147 , -3464539.75
   148 , -3566080.00
   149 , -3547401.50
   150 , -3701407.25
   151 , -3832821.25
   152 , -3888014.50
   153 , -4148335.00
   154 , -4124185.25
   155 , -4236335.00
   156 , -4235556.00
   157 , -4210987.50
   158 , -3988396.50
   159 , -4101915.25
   160 , -4217770.00
   161 , -3995532.75
   162 , -3993044.00
   163 , -3815705.25
   164 , -3979277.25
   165 , -3690662.75
   166 , -3759863.50
   167 , -3465114.75
   168 , -3286723.25
   169 , -3241919.75
   170 , -3056189.00
   171 , -3022941.00
   172 , -2520433.75
   173 , -2490706.50
   174 , -2147423.50
   175 , -2152658.00
   176 , -1988087.88
   177 , -1655856.25
   178 , -1397916.50
   179 , -1028223.56
   180 , -1034817.88
   181 , -690187.19
   182 , -343588.34
   183 , -171317.78
   184 ,   65379.02
   185 ,  321944.06
   186 ,  636091.00
   187 ,  561073.69
   188 , 1125791.00
   189 , 1364170.38
   190 , 1507221.50
   191 , 1709807.88
   192 , 1888214.62
   193 , 2218742.00
   194 , 2334573.00
   195 , 2733440.25
   196 , 2755087.25
   197 , 2905440.25
   198 , 3196905.00
   199 , 3253391.50
   200 , 3550061.50
   201 , 3547859.25
   202 , 3608623.75
   203 , 3832457.75
   204 , 3891994.50
   205 , 3904701.25
   206 , 4121805.75
   207 , 4049291.25
   208 , 4136334.50
   209 , 4088148.25
   210 , 4009233.50
   211 , 4249073.00
   212 , 4174419.00
   213 , 4126637.00
   214 , 4189468.25
   215 , 3888482.00
   216 , 4040908.75
   217 , 3718434.50
   218 , 3788292.75
   219 , 3707422.25
   220 , 3324504.25
   221 , 3163123.00
   222 , 3237190.50
   223 , 2915402.75
   224 , 2778867.50
   225 , 2581490.50
   226 , 2400757.00
   227 , 2071916.25
   228 , 2018365.50
   229 , 1749861.25
   230 , 1479141.75
   231 , 1378665.75
   232 , 1154798.50
   233 ,  789198.25
   234 ,  793907.06
   235 ,  334115.16
   236 ,  -29465.23
   237 , -247812.45
   238 , -393583.97
   239 , -597810.69
   240 , -837113.62
   241 , -1110635.25
   242 , -1433222.75
   243 , -1642725.25
   244 , -1803603.75
   245 , -2087952.00
   246 , -2146205.00
   247 , -2462044.25
   248 , -2736733.25
   249 , -2847200.50
   250 , -3096210.00
   251 , -3181832.50
   252 , -3451782.75
   253 , -3455544.50
   254 , -3603991.25
   255 , -3543915.25
